Komisija,Padalinio pavadinimas,"Kategorija, kodas, taisyklių punktas",Pirkimo grupė,Pirkimo Nr.,Rašto  vizavimo data ,Vokų atplėšimo  data,"Sutarties, data ir Nr. arba PVM sąskaitos faktūros data ir Nr.",Laimėtojas,Laimėtojo nustatymo priežastis,Pirkimo suma 1 metams / įkainis   Lt,Pirkimo suma su sutarties pratęsimu Lt / galutinė suma 1 metams Lt,"Prekių, paslaugų, darbų pavadinimas",Tiekėjai,ŽAL,CPO,91 str.,Pastabos
MK,Naujosios Vilnios seniūnija,BVPŽ kodas 45262670-8,Darbai,206,2014-06-27,9/23/2014,atsisakė pasirašyti sutartį,"UAB ""Mano būstas Lt""",Mažiausia kaina,-,0.00   ,Pastato Vandens g. 9 remonto darbai,"UAB ""Mano būstas LT""; UAB ""Indema""; UAB ""ADK projektai""; UAB ""Unipresta""",,,,
MK,Vilkpedės seniūnija,BVPŽ kodas 45236110-4,Darbai,207,2014-06-27,7/7/2014,2014-07-17 sutartis Nr. A62-77/14(3.10.21-AD4),"UAB ""LS ir Co statyba""",Mažiausia kaina,-,"19,924.76   ",Sporto aikštelių paviršiaus lyginimo darbai,"UAB ""LS ir Co statyba""; UAB ""Medlain""; UAB ""Vasa""",,,,
MK,Vilkpedės seniūnija,BVPŽ kodas 18222200-3 ,Prekės,208,2014-06-27,7/3/2014,2014-07-10 sąskaita-faktūra Nr. KAD-198,"UAB ""Merkada""",Mažiausia kaina,-,"9,933.00   ",Drabužiai,"UAB ""Malinaris""; A. Kaušylienės PĮ ""Mados kraitė""; UAB ""Merkada""",,,,
MK,Vilkpedės seniūnija,BVPŽ kodas 92300000-4 ,Paslaugos,209,2014-06-27,7/7/2014,2014-09-11 sutartis Nr. A64-135/14(3.10.22-AD4),"UAB ""Ancilius""",Mažiausia kaina,-,"9,948.00   ",Pramoginės paslaugos,"UAB ""Baltic Tours""; UAB ""Algimanto autobusai""; UAB ""Ancilius""",,,,
MK,Vilkpedės seniūnija,BVPŽ kodas 92300000-4,Paslaugos,210,2014-06-27,9/9/2014,2014-09-23 sutartis Nr. A64-143/14(3.10.22-AD4),VšĮ Vilkpėdės bendruomenės Socialinių paslaugų centras,Mažiausia kaina,-,"9,792.80   ",Pramoginės paslaugos,"VšĮ Vilkpėdės bendruomenės Socialinių paslaugų centras; KĮ Valstybinis choras ""Vilnius""; VšĮ Vilniaus ir Alytaus regionų aklųjų centras",,,,
MK,Vilkpedės seniūnija,BVPŽ kodas 45236210-5,Darbai,211,2014-06-27,9/9/2014,2014-09-23 sutartis Nr. A62-110/14(3.10.21-AD4),"MB ""Alkuva""",Mažiausia kaina,-,"15,893.07   ",Vaikų žaidimo zonų paviršių lyginimo darbai,"MB ""Alkuva""; UAB ""LS ir Co statyba""; UAB ""Vasa""",,,,
MK,Eismo organizavimo skyrius,BVPŽ kodas 45316110-9 ,Darbai,212,2014-06-30,8/27/2014,2014-09-22 sutartis Nr. A62-109/14(3.10.21-AD4),"UAB ""Atea""",Mažiausia kaina,-,"44,404.94   ",Vanaginės sodų 2-osios gatvės apšvietimo įrengimo darbai,"UAB ""Druskininkų komunalinis ūkis""; AB ""Statkorpas""' UAB Vilniaus gatvių apšvietimo elektros tinklai""; UAB ""Atea""",,,,
DK,Eismo organizavimo skyrius,BVPŽ kodas 45316110-9 ,Darbai,213,2014-06-30,8/26/2014,2014-09-22 sutartis Nr. A62-107/14(3.10.21-AD4),"UAB ""Elektros tinklo paslaugos""",Mažiausia kaina,-,"119,231.68   ","Ožkinių Sodų 2-oji g., Ožkinių Sodų 1-oji g., Ožkinių Sodų 4-oji g., Ožkinių Sodų 5-oji g., Ožkinių Sodų 6-oji g., Laukelių g., Vindaubos g., Brastos g., Vilkynės g. apšvietimo įrengimas","UAB ""Druskininkų komunalinis ūkis""; UAB ""Elektros tinklo paslaugos""",,,,
DK,Eismo organizavimo skyrius,BVPŽ kodas 45316110-9 ,Darbai,214,2014-06-30,8/26/2014,2014-07-16 sutartis Nr. A64-96/14(3.10.22-AD4),"UAB ""Elektros tinklo paslaugos""",Mažiausia kaina,-,"198,088.29   ","68-osios IGNSB teritorijos Balsių gyvenvietėje gatvių apšvietimo įrengimas (I eilė)","UAB ""Druskininkų komunalinis ūkis""; UAB ""Elektros tinklo paslaugos""",,,,
MK,Naujosios Vilnios seniūnija,BVPŽ kodas 92300000-4,Paslaugos,215,2014-06-30,7/10/2014,2014-09-19 sutartis Nr. A62-105/14(3.10.21-AD4),Naujosios Vilnios kultūros centras,Mažiausia kaina,-,"7,000.00   ",Naujosios Vilnios seniūnijos renginio organizavimo paslaugos,"Kirtimų kultūros centras; Grigiškių kultūros centras; ""Naujosios Vilnios kultūros centras""",,,,
MK,Lazdynų seniūnija,BVPŽ kodas 79952100-3,Paslaugos,216,2014-06-30,9/26/2014,2014-10-13 sutartis Nr. A64-165/14(3.10.22-AD4),"UAB ""Jutomus""",Mažiausia kaina,-,"4,600.00   ","Renginys, skirtas senjorų gebėjimams ir talentams atskleisti","UAB ""Jutomus""; UAB ""MPJ""",,,,
MK,Lazdynų seniūnija,BVPŽ kodas 45212140-9,Darbai,217,2014-06-30,8/25/2014,2014-09-25 sutartis Nr. A62-111/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"19,990.41   ","Visų raumenų grupių mankštinimo įrenginių su skersiniais ir kopėtelėmis, suoliukų, šiukšliadėžių įrengimas","UAB ""Stebulė""; UAB ""Gerbūvio darbai""; Uab ""Trajana""",,,,
MK,Lazdynų seniūnija,BVPŽ kodas 85312500-4,Paslaugos,218,2014-06-30,9/12/2014,2014-10-06 sutartis Nr. A64-151/14(3.10.22-AD4),"VšĮ ""Pažangių technologijų įrengimo centras""",Mažiausia kaina,-,"9,655.80   ","Reabilitaciniai užsiėmimai (kinezeterapinių šokių, baseino pamokos)","VšĮ ""Pažangių technologijų įdiegimo centras""; UAB ""Jutomus""; Asociacija ""Europietis""",,,,
MK,Lazdynų seniūnija,BVPŽ kodas 79952000-2,Paslaugos,219,2014-06-30,11/6/2014,2014-11-26 sutartis Nr. A64-195/14(3.10.22-AD4),"Asociacija ""Europietis""",Mažiausia kaina,-,"4,500.00   ",Kaimyninių bendruomenių forumo organizavimas,"UAB ""Vikšris""; UAB ""anoniminių darboholikų klubas""; Asociacija ""Europietis""",,,,
MK,Lazdynų seniūnija,BVPŽ kodas 45453100-8,Darbai,220,2014-06-30,7/10/2014,2014-08-14 sutartis Nr. A62-91/14(3.10.21-AD4),"UAB ""Termoskydas""",Mažiausia kaina,-,"19,990.00   ",Seniūnijos pastato fasado remontas (šiltinimas),"UAB ""Termoskydas""; UAB ""Promostas"";  UAB ""Desforma""",,,,
MK,Lazdynų seniūnija,BVPŽ kodas 79800000-2,Paslaugos,221,2014-06-30,10/30/2014,2014-11-17 sutartis Nr. A64-187/14(3.10.22-AD4),"VšĮ ""Pažangių technologijų įrengimo centras""",Mažiausia kaina,-,"3,968.80   ","Spausdinimo paslaugos (nuotraukos, lankstinukai ir kt.)","UAB ""ARS-trade""; VšĮ ""Pažangių technologijų įrengimo centras"";  UAB ""Miranda Design Solutions""",,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 45236290-9,Darbai,222,2014-07-04,7/11/2014,2014-07-29 sutartis Nr. A62-82/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"18,936.50   ",Sporto aikštelių įrengimas pagal defektinius aktus,"UAB ""Metalo sprendimai""; UAB Stebulė""; UAB ""Mažoji restauracija""",,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 45236119-7,Darbai,223,2014-07-04,7/11/2014,2014-07-29 sutartis Nr. A62-83/14(3.10.21-AD4),"UAB ""Metalo sprendimai""",Mažiausia kaina,-,"11,204.60   ",Sporto aikštelių remonto ir statybos darbai ,"UAB ""Metalo sprendimai""; UAB Stebulė""; UAB ""Mažoji restauracija""",,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 37310000-4,Prekės,224,2014-07-04,7/11/2014,2014-07-11 PVM sąskaita-faktūra Nr. ASI20141490,"UAB ""Tamsta""",Mažiausia kaina,-,"4,970.00   ",Pašilaičių bendruomenės santalka kapelai muzikinių instrumentų ir priemonių įsigijimas,"UAB ""Tamsta""; UAB ""Vilgra""; UAB ""Scenos servisas""; UAB ""Kauno muzika""",,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 85320000-8,Paslaugos,225,2014-07-04,9/8/2014,2014-10-22 sutartis Nr.A64-173/14(3.10.22-AD4),"UAB ""Vėjų fėja""",Mažiausia kaina,-,"8,950.00   ",Kūrybinių popiečių senjorams ir jaunimui organizavimas,"UAB ""Vėjų fėja""; VšĮ ""Kaliausė""' VšĮ ""Kūrybos terapijos namai""",,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 45112700-2,Darbai,226,2014-07-04,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,-,0.00   ,"Želdinių, skverų atnaujinimo darbai",Nebus vykdomas,,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 79714000-2,Paslaugos,227,2014-07-04,7/29/2014,2014-08-11 sutartis Nr. A62-89/14(3.10.21-AD4),"MB ""Mano rajonas saugiausias""",Mažiausia kaina,-,"14,700.00   ",4 vaizdo kamerų paslaugos 2-iems metams,"UAB ""Digitalas""; UAB ""Žaliasis namas""; MB ""Mano rajonas saugiausias""",,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 92300000-4,Paslaugos,228,2014-07-04,9/19/2014,2014-08-11 sutartis Nr. A64-145/14(3.10.22-AD4),"UAB ""Gretana""",Mažiausia kaina,-,"4,966.88   ","Pašilaičių bendruomenės vakaronės ""Rudens spalvos"" organizavimas","VšĮ ""Pažangių technologijų įdiegimo centras""; UAB ""Jutomus""; UAB ""Gretana""",,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 92300000-4,Paslaugos,229,2014-07-04,11/24/2014,2014-11-28 sutartis Nr. A64-196/14(3.10.22-AD4),"UAB ""Gretana""",Mažiausia kaina,-,"7,000.00   ",Pašilaičių bendruomenės Kalėdinė šventė ir dovanėlės Pašilaičių seniūnijos socialiai remtiniems vaikams,"UAB ""Vėjų fėja""; VšĮ ""Kaliausė""' UAB ""Gretana""",,,,
MK,Verkių seniūnija,BVPŽ kodas 18412000-0,Prekės,230,2014-07-09,-,Nebus vykdomas,Nebus vykdomas,-,-,0.00   ,Sportinės aprangos pirkimas,Nebus vykdomas,,,,
MK,Verkių seniūnija,BVPŽ kodas 37400000-2,Prekės,231,2014-07-09,7/9/2014,2014-07-10 PVM sąskaita-faktūra Nr. RIVK0532,"R. Luniaus įmonė ""Rivagris""",Mažiausia kaina,-,"9,790.00   ",Sporto prekių ir inventoriaus pirkimas,"R. Luniaus įmonė ""Rivagris""; UAB ""Demostyle""; UAB ""Sportas ir mada""",,,,
MK,"Švietimo, kultūros ir sporto departamentas Sporto skyrius",BVPŽ kodas 18412000-0,Prekės,232,2014-07-09,7/31/2014,2014-08-27 PVM sąskaita-faktūra Nr. IS08/27,"UAB ""Sportnetas""",Mažiausia kaina,-,"1,815.00   ",Sportinė apranga,"UAB ""Sportnetas""; UAB ""Sportpoint""; UAB ""Sport time""",,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 32232000-8,Prekės,233,2014-07-09,10/3/2014,2014-10-07 PVM sąskaita-faktūra Nr. EMD0003957,"UAB ""Kilobaitas""",Mažiausia kaina,-,"1,673.99   ",Grafo projektoriaus ir ekrano įsigijimas,"UAB ""Kilobaitas""; UAB ""TC prekyba""; UAB ""Varle""",,,,
MK,Verkių seniūnija,BVPŽ kodas 30195900-1,Prekės,234,2014-07-10,7/21/2014,"2014-07-25 sutartis Nr. A68-22/14(3.10.23-AD4) (suma-47,89); 2014-07-29 PVM SF Nr. GEV1407275","UAB ""Office system""",Mažiausia kaina,-,247.38   ,Baltos rašomosios lentos ir magnetinės lentos,"UAB ""Office system""; UAB ""Reavita""; UAB ""Charlot Lt""",,"47,8918+247,38",,
MK,Verkių seniūnija,BVPŽ kodas 39715100-8,Prekės,235,2014-07-10,7/10/2014,2014-07-17 PVM sąskaita-faktūra Nr. CLSV 3022686,"UAB ""Celsis""",Mažiausia kaina,-,527.10   ,Elektriniai tekančiojo arba talpykloje laikomo vandens šildytuvai ir panardinamieji šildytuvai,"UAB ""Celsis""; UAB ""Senukų prekybos centras""; UAB ""Vilpra""",,,,
MK,Panerių seniūnija,BVPŽ kodas 32321200-1,Prekės,236,2014-07-10,11/19/2014,2014-12-10 sutartis Nr. A68-51/14(3.10.23-AD4),"UAB ""Tamsta""",Mažiausia kaina,-,"9,998.00   ",Naujosios garso ir audiovizualinės įrangos įsigijimas,"UAB ""Tamsta""; UAB ""Muzika""; UAB ""Kauno muzika""",,,,
MK,Panerių seniūnija,BVPŽ kodas 45236290-9,Darbai,237,2014-07-10,8/11/2014,2014-08-14 sutartis Nr. A62-92/14(3.10.21-AD4),"UAB ""Vokės technika""",Mažiausia kaina,-,"7,986.97   ",Panerių seniūnijos Naujasodžio - Kazbėjų bei Liudvinavo rekreacinės zonos sutvarkymo darbai,"UAB ""Vokės technika""; UAB ""E.m. auto""; UAB ""Gevalda""",,,,
MK,Panerių seniūnija,BVPŽ kodas 92300000-4,Paslaugos,238,2014-07-10,10/13/2014,2014-10-23 sutartis Nr. A64-176/14(3.10.22-AD4),"VšĮ ""Džiazo galerija""",Mažiausia kaina,-,"4,900.50   ",Panerių seniūnijos Trakų Vokės gimnazijos 60-ties metų jubiliejaus organizavimas,"VšĮ ""Džiazo galerija""; VšĮ ""Vilniaus rotušė""; VšĮ ""Trakų Vokės dvaro sodyba""",,,,
MK,Panerių seniūnija,BVPŽ kodas 79952000-2,Paslaugos,239,2014-07-10,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,0.00   ,Valstybės Lietuvos Karaliaus Mindaugo karūnavimo dienos minėjimo šventės techninis aprūpinimas,Nebus vykdomas,,,,
MK,Šnipiškių seniūnija,BVPŽ kodas 45236290-9,Darbai,240,2014-07-16,9/4/2014,2014-09-11 sutartis Nr. A62-103/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"15,548.50   ",Viešųjų erdvių tvarkymas,"UAB ""Stebulė""; UAB ""Fedalona""; uab ""Metalo sprendimai""",,,,
MK,Šnipiškių seniūnija,BVPŽ kodas 92000000-1,Paslaugos,241,2014-07-16,8/27/2014,2014-09-11 sutartis Nr. A64-136/14(3.10.22-AD4),VšĮ Vilniaus puodžių cechas,Mažiausia kaina,-,"5,000.00   ",Keramikų dienos Šnipiškėse,"VšĮ Vilniaus puodžių cechas; UAB ""Meno pieva""; ""Menų kalvė""",,,,
MK,Šnipiškių seniūnija,BVPŽ kodas 63500000-4,Paslaugos,242,2014-07-16,8/5/2014,2014-08-22 sutartis Nr. A64-118/14(3.10.22-AD4),"Asociacija ""Šnipiškiečių namai""",Mažiausia kaina,-,"5,000.00   ",Kelionės socialiai remtiniems vaikams organizavimas,"Asociacija ""Šnipiškiečių namai""; VšĮ ""Vilties žingsniai""; UAB ""Keliautojų klubas""",,,,
MK,Senamiesčio seniūnija,BVPŽ kodas 45420000-7 ,Darbai,243,2014-07-17,10/3/2014,2014-10-24 sutartis Nr. A62-122/14(3.10.21-AD4),"UAB ""Arolita""",Mažiausia kaina,-,"13,915.00   ","Šachmatų stalų Užupio, K. Sirvydo ir Lazdynų Pelėdos skveruose pastatymas","UAB ""Arolita""; UAB ""Rudmė"" UAB ""Plasterna""",,,,
MK,Senamiesčio seniūnija,BVPŽ kodas 45236119-7,Darbai,244,2014-07-17,9/9/2014,2014-09-22 sutartis Nr. A62-106/14(3.10.21-AD4),"UAB ""Rudmė""",Mažiausia kaina,-,990.99   ,Krepšinio aikštelės Gervėčių skvere remontas,"UAB ""Rudmė""; UAB ""Stebulė""; UAB ""Aiža""",,,,
MK,Senamiesčio seniūnija,BVPŽ kodas 45233200-1,Darbai,245,2014-07-17,10/22/2014,2014-10-30 sutartis Nr. A62-128/14(3.10.21-AD4),"UAB ""Kitoks miestas""",Mažiausia kaina,-,"2,190.20   ",Treniruoklių aikštelių funkcionalios dangos įrengimas,"UAB ""Kitoks miestas""; UAB ""Patikimas turtas""; UAB Kraštovaizdžio specialistų biuras",,,,
MK,Senamiesčio seniūnija,BVPŽ kodas 45236290-9,Darbai,246,2014-07-17,8/8/2014,2014-09-08 sutartis Nr. A62-101/14(3.10.21-AD4),"UAB ""Plasterna""",Mažiausia kaina,-,"11,058.19   ",Suoliukų ir šiukšliadėžių pastatymas,"UAB ""Plasterna""; UAB ""Miesto baldai""; UAB ""Elmaga""",,,,
MK,Senamiesčio seniūnija,BVPŽ kodas 71351914-3,Paslaugos,247,2014-07-17,9/10/2014,2014-09-18 sutartis Nr. A64-138/14(3.10.22-AD4),"UAB ""Kultūros vertybių paieška""",Mažiausia kaina,-,"2,000.00   ",Archeologiniai žvalgimai Vokiečių g. ir Balstogės g. (treniruoklių aikštelių įrengimas),"UAB ""Kultūros vertybių paieška""; Uab ""Teisinga orbita""; UAB ""Laumės vaikas""",,,,
MK,Užsienio ryšių skyrius,BVPŽ kodas 18330000-1,Prekės,248,2014-07-18,10/20/2014,2014-10-14 PVM sąskaita-faktūra Nr. 616,"VšĮ ""LT-Identity""",Mažiausia kaina,-,"9,994.00   ",Marškinėliai ir marškinėliai,"VšĮ ""LT-Identity""",,,,
MK,Naujamiesčio seniūnija,BVPŽ kodas 18222200-3,Prekės,249,2014-07-23,10/6/2014,2014-10-10 PVM sąskaita-faktūra Nr. JR2014/1,Jadvyga Ramanauskienė,Mažiausia kaina,-,"5,940.00   ",Naujamiesčio seniūnijos bendruomenės meno kolektyvų koncertinė apranga,"Jadvyga Ramanauskienė; UAB ""Kolitex""; Algimanto siūvykla; UAB ""A ir J studija""",,,,
MK,Senamiesčio seniūnija,KAT 26 BVPŽ kodas 92300000-4,Paslaugos,250,2014-07-23,7/25/2014,2014-08-18 sutartis Nr. A64-117/14(3.10.22-AD4),"VšĮ ""Teatriukas""",Mažiausia kaina,-,"5,000.00   ",Renginys Senamiesčio seniūnijoje,"UAB ""Idea Mecca""; VšĮ ""Vilniaus kamerinis teatras""; VšĮ ""Teatriukas""",,,,
MK,Viešųjų ryšių skyrius,KAT 26 BVPŽ kodas 92211000-3,Paslaugos,251,2014-07-23,9/15/2014,2014-12-04 sutartis Nr. A64-200/14(3.10.22-AD4),"UAB ""Interbanga""",Mažiausia kaina,-,"36,000.00   ",Radijo laidų kūrimo paslaugos," UAB ""Radiocentras""; UAB ""Tango reklama""; UAB ""Interbanga""",,,,
MK,Socialinių išmokų skyrius,BVPŽ kodas 39130000-2 ,Prekės,252,2014-07-23,10/17/2014,2014-11-28 sutartis Nr. A68-49/14(3.10.23-AD4),"UAB ""Domi Grupė""",Mažiausia kaina,-,"21,401.27   ",Biuro baldai,"UAB ""Domi grupė""; VĮ ""Mūsų amatai""; UAB ""Balticum baldai""; UAB ""Memfis""; UAB ""Justura""; UAB ""Lavada""; UAB ""Vilanus"" UAB ""Kėdžių studija""",,,,
MK,Pilaitės seniūnija,BVPŽ kodas 45421000-4,Darbai,253,2014-07-23,10/10/2014,2014-10-21 sutartis Nr. A62-120/14(3.10.21-AD4),"UAB ""Vilniaus kalviai""",Mažiausia kaina,-,"19,780.00   ",Stalių darbai,"UAB ""Airėnai""; UAB ""ADMI""; UAB ""Vilniaus kalviai""",,,,
MK,Pilaitės seniūnija,BVPŽ kodas 45212140-9 ,Darbai,254,2014-07-23,9/8/2014,2014-09-18 sutartis Nr. A62-104/14(3.10.21-AD4),"UAB ""Fabregas""",Mažiausia kaina,-,"19,924.00   ",Poilsio įrenginiai,"UAB ""Naujieji ženklai""; UAB ""Fabregas""; UAB ""Ugna""",,,,
MK,Pilaitės seniūnija,KAT 26 BVPŽ kodas 92300000-4 ,Paslaugos,255,2014-07-23,8/21/2014,2014-09-01 sutartis Nr. A64-126/14(3.10.22-AD4),Alvydas Pralgauskas,Mažiausia kaina,,"9,900.00   ",Pramoginės paslaugos,"Alvydas Pralgauskas; Aurelijus Gedvilas; VšĮ ""Beepart kūrybinės dirbtuvės""",,,,
MK,Pilaitės seniūnija,BVPŽ kodas 45212140-9 ,Darbai,256,2014-07-23,8/11/2014,2014-08-19 sutartis Nr. A62-94/14(3.10.21-AD4),"UAB ""LS ir Co statyba""",Mažiausia kaina,-,"10,970.10   ",Sporto aikštelių remonto ir statybos darbai ,"UAB ""LS ir Co statyba""; UAB ""Vasa""; UAB ""Admi""",,,,
MK,Pilaitės seniūnija,KAT 27 BVPŽ kodas 79952000-2 ,Paslaugos,257,2014-07-23,8/13/2014,2014-08-25 sutartis Nr. A64-120/14(3.10.22-AD4),"VšĮ ""Beepart kūrybines dirbtuvės""",Mažiausia kaina,-,"9,945.00   ",Su renginiais susijusios paslaugos,"VšĮ ""Beepart kūrybines dirbtuvės"", UAB ""Ekspobalta""; UAB ""Martpro""",,,,
MK,Šnipiškių seniūnija,KAT 26 BVPŽ kodas 92000000-1 ,Paslaugos,258,2014-07-24,12/1/2014,2014-12-05 sutartis Nr. A64-204/14(3.10.22-AD4),"V. Miškeliūno firmos ""Ultrazona"" Vilniaus filialas",Mažiausia kaina,-,"3,990.00   ",Kalėdų šventė Šnipiškėse,"V. Miškeliūno firmos ""Ultrazona"" Vilniaus filialas; Vilniaus Antakalnio atviras jaunimo centras; Žirmūnų vaikų ir jaunimo klubas",,,,
MK,Šnipiškių seniūnija,BVPŽ kodas 301920001-1,Prekės,259,2014-07-24,10/21/2014,2014-10-21 PVM sąskaita-faktūra Nr. VIK2005173,"UAB ""Sinerta LDC""",Mažiausia kaina,-,552.00   ,Biuro priemonių įsigijimas,"UAB ""Sinerta LDC"";UAB ""Printera""; UAB ""Grometa""",,,,
MK,Šnipiškių seniūnija,KAT 25 BVPŽ kodas 85312110-3 ,Paslaugos,260,2014-07-24,7/29/2014,2014-07-31 sutartis Nr. A64-104/14(3.10.22-AD4),"VšĮ nevalstybinis vaikų darželis ""Nendrė""",Mažiausia kaina,-,"7,800.00   ",Vaikų priežiūros dienos centro paslaugos,"VšĮ nevalstybinis vaikų darželis ""Nendrė""; Vaikų ir jaunimo klubas ""Šatrija""; Dingusių žmonių paramos centras",,,,
MK,Šnipiškių seniūnija,KAT 26 BVPŽ kodas 92000000-1 ,Paslaugos,261,2014-07-24,8/26/2014,2014-08-29 sutartis Nr. A64-124/14(3.10.22-AD4),"Vaikų ir jaunimo klubas ""Šatrija""",Mažiausia kaina,-,"4,995.00   ","Šventės ""Mūsų Šnipiškės organizavimas""","Vaikų ir jaunimo klubas ""Šatrija""; Žirmūnų vaikų ir jaunimo klubas;  Asociacija ""Šnipiškių bendruomenės centras""",,,,
MK,Šnipiškių seniūnija,KAT 26 BVPŽ kodas 92300000-4 ,Paslaugos,262,2014-07-24,-,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,-,0.00   ,Senjorų dienos Šnipiškėse,Nebus vykdomas,,,,
MK,Šnipiškių seniūnija,KAT 25 BVPŽ kodas 85320000-8,Paslaugos,263,2014-07-24,7/29/2014,2014-07-31 sutartis Nr. A64-105/14(3.10.22-AD4),Asociacija Šnipiškių bendruomenės centras,Mažiausia kaina,-,"4,942.00   ",Dienos centro paslaugos socialiai pažeidžiamiems žmonėms,"Asociacija Šnipiškių bendruomenės centras; VšĮ Socialiniai paramos projektai; Asociacija ""Demetra""",,,,
MK,Karoliniškių seniūnija,KAT 27 BVPŽ kodas 98334000-3 ,Paslaugos,264,2014-07-24,9/30/2014,2014-10-10 sutartis Nr. A64-164/14(3.10.22-AD4),Karoliniškių bendruomenė,Mažiausia kaina,-,"9,950.00   ",Sveikatingumo paslaugos,"Karoliniškių bendruomenė; VšĮ ""Pasidalink""; VšĮ ""Lilibra""; VšĮ ""Asorti"" studija",,,,
MK,Karoliniškių seniūnija,KAT 27 BVPŽ kodas 79953000-9 ,Paslaugos,265,2014-07-24,9/30/2014,2014-10-10 sutartis Nr. A64-162/14(3.10.22-AD4),"VšĮ ""Asorti"" studija",Mažiausia kaina,-,"3,600.00   ",Festivalių organizavimo paslaugos,"VšĮ ""Asorti"" studija; VšĮ ""Lilibra"", ""Karoliniškių bendruomenė""",,,,
MK,Karoliniškių seniūnija,BVPŽ kodas 18222200-3,Prekės,266,2014-07-24,8/8/2014,2014-09-01 sutartis Nr. A68-26/14(3.10.23-AD4),Rasa Besekirskienė,Mažiausia kaina,-,"9,600.00   ",Ansambliai,"Rasa Besekirskienė, UAB ""Metras""; Elena Nekrošienė",,,,
MK,Karoliniškių seniūnija,KAT 27 BVPŽ kodas 79952100-3,Paslaugos,267,2014-07-24,9/30/2014,2014-10-10 sutartis Nr. A64-163/14(3.10.22-AD4),"VšĮ ""Lilibra""",Mažiausia kaina,-,"9,692.00   ",Kultūrinių renginių organizavimo paslaugos,"VšĮ ""Asorti"" studija; VšĮ ""Lilibra"", ""Karoliniškių bendruomenė""; VšĮ ""Beepart""; VšĮ ""muzikos turo renginiai""",,,,
MK,Karoliniškių seniūnija,BVPŽ kodas 18222200-3,Prekės,268,2014-07-24,8/8/2014,2014-09-01 sutartis Nr. A68-25/14(3.10.23-AD4),Lina Kaduškienė,Mažiausia kaina,-,"9,977.00   ",Ansambliai,"Lina Kaduškienė; UAB ""Rožė'; UAB ""Lino linija""",,,,
MK,Karoliniškių seniūnija,BVPŽ kodas 45236290-9 ,Darbai,269,2014-07-24,8/1/2014,2014-08-12 sutartis Nr. A62-90/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"24,187.90   ",Poilsio zonų remonto darbai,"UAB ""Trajana""; UAB ""Gerbūvio darbai""; UAB ""Stebulė""",,,,
MK,Karoliniškių seniūnija,KAT 15 BVPŽ kodas 79800000-2 ,Paslaugos,270,2014-07-24,11/26/2014,2014-12-11 sutartis Nr. A64-211/14(3.10.22-AD4),"UAB ""Petro ofsetas""",Mažiausia kaina,-,"4,997.30   ",Spausdinimas ir susijusios paslaugos,"UAB ""Petro ofsetas""; Karoliniškių bendruomenė; VšĮ ""Lilibra""; UAB ""Inforastas""; K. Matačiūno leidybos įmonė ""kriventa""",,,,
MK,Karoliniškių seniūnija,BVPŽ kodas 45236290-9 ,Darbai,271,2014-07-24,7/31/2014,2014-08-08 sutartis Nr. A62-88/14(3.10.21-AD4),"UAB ""Aiža""",Mažiausia kaina,-,"4,482.00   ",Poilsio zonų remonto darbai,"UAB ""Aiža""; UAB ""Julsata""; UAB ""Rekreacinė statyba""",,,,
MK,Karoliniškių seniūnija,KAT 25 BVPŽ kodas 85311300-5  ,Paslaugos,272,2014-07-24,7/31/2014,2014-08-08 sutartis Nr. A64-111/14(3.10.22-AD4),Karoliniškių bendruomenė,Mažiausia kaina,-,"9,695.00   ",Vaikų ir jaunimo rūpybos paslaugos,"VšĮ ""Grijos vaikai""; VšĮ ""Pasidalink""; Matulaičio socialinis centras; Karoliniškių bendruomenė; VšĮ ""Lilibra""",,,,
MK,Naujamiesčio seniūnija,KAT 20 BVPŽ kodas 63500000-4  ,Paslaugos,273,2014-07-24,8/11/2014,2014-08-18 sutartis Nr. A64-116/14(3.10.22-AD4),"UAB ""Kelionių laikas""",Mažiausia kaina,-,"8,999.00   ","Lietuvos pensininkų ""Bočiai"" asociacijos turistinės kelionės organizavimas","UAB ""Kelionių laikas""; UAB ""Estravel Vilnius""; UAB ""Kiveda""; UAB ""Vildora""",,,,
